WBAN,Date,Time,StationType,SkyCondition,SkyConditionFlag,Visibility,VisibilityFlag,WeatherType,WeatherTypeFlag,DryBulbFarenheit,DryBulbFarenheitFlag,DryBulbCelsius,DryBulbCelsiusFlag,WetBulbFarenheit,WetBulbFarenheitFlag,WetBulbCelsius,WetBulbCelsiusFlag,DewPointFarenheit,DewPointFarenheitFlag,DewPointCelsius,DewPointCelsiusFlag,RelativeHumidity,RelativeHumidityFlag,WindSpeed,WindSpeedFlag,WindDirection,WindDirectionFlag,ValueForWindCharacter,ValueForWindCharacterFlag,StationPressure,StationPressureFlag,PressureTendency,PressureTendencyFlag,PressureChange,PressureChangeFlag,SeaLevelPressure,SeaLevelPressureFlag,RecordType,RecordTypeFlag,HourlyPrecip,HourlyPrecipFlag,Altimeter,AltimeterFlag
14771,20110721,0254,11,FEW150 BKN200, , 9.00, , , ,78, ,25.6, ,72, ,22.2, ,69, ,20.6, , 74, , 5, ,190, , , ,29.28, , , , , ,29.71, ,AA, , , ,29.73, 
14771,20110721,0354,11,FEW140 SCT190, ,10.00, , , ,79, ,26.1, ,72, ,22.0, ,68, ,20.0, , 69, , 8, ,230, , , ,29.28, ,6, ,010, ,29.71, ,AA, , , ,29.73, 
14771,20110721,0454,11,SCT200, ,10.00, , , ,79, ,26.1, ,71, ,21.6, ,67, ,19.4, , 67, , 7, ,230, , , ,29.26, , , , , ,29.69, ,AA, , , ,29.71, 
14771,20110721,0554,11,FEW080 SCT230, ,10.00, , , ,81, ,27.2, ,72, ,22.0, ,67, ,19.4, , 63, , 9, ,240, , , ,29.27, , , , , ,29.69, ,AA, , , ,29.72, 
14771,20110721,0654,11,SCT060 SCT230, ,10.00, , , ,84, ,28.9, ,73, ,22.8, ,68, ,20.0, , 59, ,10, ,240, , , ,29.26, ,6, ,007, ,29.69, ,AA, , , ,29.71, 
14771,20110721,0754,11,FEW060 SCT200, ,10.00, , , ,87, ,30.6, ,75, ,23.6, ,69, ,20.6, , 55, ,15, ,250, ,22, ,29.26, , , , , ,29.68, ,AA, , , ,29.70, 
14771,20110721,0854,11,SCT200 BKN250, ,10.00, , , ,90, ,32.2, ,77, ,25.1, ,72, ,22.2, , 56, ,10, ,260, ,22, ,29.24, , , , , ,29.67, ,AA, , , ,29.69, 
14771,20110721,0954,11,SCT200 BKN250, ,10.00, , , ,93, ,33.9, ,79, ,25.9, ,73, ,22.8, , 52, ,13, ,260, ,26, ,29.23, ,8, ,010, ,29.65, ,AA, , , ,29.68, 
14771,20110721,1054,11,FEW060 SCT200, ,10.00, , , ,95, ,35.0, ,80, ,26.5, ,74, ,23.3, , 51, ,18, ,260, ,25, ,29.23, , , , , ,29.65, ,AA, , , ,29.67, 
14771,20110721,1154,11,SCT050 SCT200, ,10.00, , , ,97, ,36.1, ,81, ,27.1, ,75, ,23.9, , 49, ,16, ,270, ,28, ,29.21, , , , , ,29.64, ,AA, , , ,29.66, 
14771,20110721,1254,11,SCT060, ,10.00, , , , 100, ,37.8, ,80, ,26.8, ,73, ,22.8, , 42, ,23, ,270, ,28, ,29.21, ,8, ,009, ,29.63, ,AA, , , ,29.65, 
14771,20110721,1354,11,SCT065, ,10.00, , , ,98, ,36.7, ,80, ,26.5, ,73, ,22.8, , 45, ,14, ,300, ,25, ,29.21, , , , , ,29.63, ,AA, , , ,29.65, 
14771,20110721,1454,11,BKN075, ,10.00, , , ,98, ,36.7, ,81, ,27.2, ,75, ,23.9, , 48, ,13, ,350, ,18, ,29.21, , , , , ,29.63, ,AA, , , ,29.65, 
14771,20110721,1554,11,SCT080, ,10.00, , , ,99, ,37.2, ,81, ,27.3, ,75, ,23.9, , 46, ,10, ,340, ,17, ,29.21, ,0, ,000, ,29.63, ,AA, , , ,29.65, 
14771,20110721,1654,11,FEW070, ,10.00, , , ,98, ,36.7, ,80, ,26.5, ,73, ,22.8, , 45, ,15, ,310, ,20, ,29.21, , , , , ,29.63, ,AA, , , ,29.65, 
14771,20110721,1754,11,FEW075, ,10.00, , , ,96, ,35.6, ,80, ,26.6, ,74, ,23.3, , 49, ,14, ,290, ,20, ,29.23, , , , , ,29.64, ,AA, , , ,29.67, 
14771,20110721,1854,11,FEW080, ,10.00, , , ,94, ,34.4, ,80, ,26.4, ,74, ,23.3, , 52, ,10, ,300, , , ,29.23, ,3, ,009, ,29.65, ,AA, , , ,29.68, 
14771,20110721,1954,11,FEW055 SCT080, ,10.00, , , ,92, ,33.3, ,78, ,25.7, ,73, ,22.8, , 54, ,10, ,280, , , ,29.24, , , , , ,29.67, ,AA, , , ,29.69, 
14771,20110721,2054,11,FEW055 SCT080, ,10.00, , , ,91, ,32.8, ,78, ,25.6, ,73, ,22.8, , 56, ,13, ,280, , , ,29.26, , , , , ,29.68, ,AA, , , ,29.71, 
14771,20110721,2154,11,FEW055, ,10.00, , , ,90, ,32.2, ,79, ,25.8, ,74, ,23.3, , 59, ,13, ,280, , , ,29.27, ,1, ,012, ,29.70, ,AA, , , ,29.72, 
14771,20110721,2254,11,FEW060, ,10.00, , , ,89, ,31.7, ,79, ,26.0, ,75, ,23.9, , 63, , 9, ,270, , , ,29.28, , , , , ,29.72, ,AA, , , ,29.73, 
14771,20110721,2354,11,BKN055, ,10.00, , , ,88, ,31.1, ,79, ,25.9, ,75, ,23.9, , 65, ,10, ,270, , , ,29.28, , , , , ,29.72, ,AA, , , ,29.73, 
14771,20110722,0054,11,BKN060, ,10.00, , , ,87, ,30.6, ,78, ,25.7, ,75, ,23.9, , 68, ,10, ,290, , , ,29.30, ,2, ,010, ,29.74, ,AA, , , ,29.75, 
14771,20110722,0154,11,SCT065, ,10.00, , , ,86, ,30.0, ,78, ,25.6, ,75, ,23.9, , 70, , 9, ,330, , , ,29.32, , , , , ,29.75, ,AA, , , ,29.77, 
14771,20110722,0254,11,BKN030 BKN065, ,10.00, , , ,83, ,28.3, ,76, ,24.4, ,73, ,22.8, , 72, ,10, ,320, , , ,29.34, , , , , ,29.78, ,AA, , , ,29.79, 
14771,20110722,0354,11,FEW038 SCT070, ,10.00, , , ,82, ,27.8, ,72, ,22.2, ,67, ,19.4, , 61, ,10, ,310, , , ,29.37, ,2, ,024, ,29.81, ,AA, , , ,29.82, 
14771,20110722,0454,11,FEW065, ,10.00, , , ,78, ,25.6, ,70, ,20.8, ,65, ,18.3, , 64, , 7, ,290, , , ,29.39, , , , , ,29.81, ,AA, , , ,29.84, 
14771,20110722,0554,11,FEW200, ,10.00, , , ,79, ,26.1, ,69, ,20.7, ,64, ,17.8, , 60, , 8, ,290, , , ,29.41, , , , , ,29.84, ,AA, , , ,29.86, 
14771,20110722,0654,11,FEW200, ,10.00, , , ,81, ,27.2, ,69, ,20.7, ,63, ,17.2, , 54, , 9, ,300, , , ,29.43, ,1, ,022, ,29.86, ,AA, , , ,29.88, 
14771,20110722,0754,11,SCT200, ,10.00, , , ,83, ,28.3, ,70, ,21.1, ,63, ,17.2, , 51, ,10, ,290, , , ,29.45, , , , , ,29.87, ,AA, , , ,29.90, 
14771,20110722,0854,11,FEW200, ,10.00, , , ,85, ,29.4, ,71, ,21.7, ,64, ,17.8, , 49, , 9, ,290, , , ,29.44, , , , , ,29.87, ,AA, , , ,29.89, 
14771,20110722,0954,11,SCT200, ,10.00, , , ,88, ,31.1, ,73, ,22.5, ,65, ,18.3, , 47, ,10, ,300, ,16, ,29.45, ,1, ,006, ,29.88, ,AA, , , ,29.90, 
14771,20110722,1054,11,BKN200, ,10.00, , , ,89, ,31.7, ,73, ,22.7, ,65, ,18.3, , 45, ,10, ,300, ,16, ,29.45, , , , , ,29.88, ,AA, , , ,29.90, 
14771,20110722,1154,11,SCT060 BKN200, ,10.00, , , ,90, ,32.2, ,73, ,22.5, ,64, ,17.8, , 42, ,10, ,300, , , ,29.45, , , , , ,29.88, ,AA, , , ,29.90, 
14771,20110722,1254,11,SCT100 BKN200, ,10.00, , , ,92, ,33.3, ,72, ,22.3, ,62, ,16.7, , 37, ,11, ,300, , , ,29.45, ,3, ,001, ,29.88, ,AA, , , ,29.90, 
14771,20110722,1354,11,SCT120 BKN200, ,10.00, , , ,93, ,33.9, ,73, ,23.0, ,64, ,17.8, , 38, , 7, ,320, ,17, ,29.45, , , , , ,29.88, ,AA, , , ,29.90, 
14771,20110722,1454,11,FEW110 SCT150 BKN200, ,10.00, , , ,92, ,33.3, ,73, ,22.8, ,64, ,17.8, , 40, , 9, ,340, , , ,29.45, , , , , ,29.88, ,AA, , , ,29.90, 
14771,20110722,1554,11,FEW080 SCT110 SCT150, ,10.00, , , ,91, ,32.8, ,73, ,23.0, ,65, ,18.3, , 42, , 7, ,010, , , ,29.44, ,8, ,005, ,29.86, ,AA, , , ,29.89, 
14771,20110722,1654,11,FEW080 SCT110 BKN140, ,10.00, , , ,90, ,32.2, ,72, ,22.2, ,63, ,17.2, , 41, , 3, ,350, , , ,29.43, , , , , ,29.86, ,AA, , , ,29.88, 
14771,20110722,1754,11,FEW110 SCT140 BKN210, ,10.00, , , ,87, ,30.6, ,72, ,22.0, ,64, ,17.8, , 46, , 6, ,020, , , ,29.43, , , , , ,29.86, ,AA, , , ,29.88, 
14771,20110722,1854,11,SCT100 BKN140 BKN200, ,10.00, , , ,83, ,28.3, ,71, ,21.4, ,64, ,17.8, , 53, , 0, ,000, , , ,29.43, ,6, ,002, ,29.86, ,AA, , , ,29.88, 
14771,20110722,1954,11,FEW075 SCT100 BKN140, ,10.00, , , ,80, ,26.7, ,71, ,21.5, ,66, ,18.9, , 62, , 0, ,000, , , ,29.43, , , , , ,29.86, ,AA, , , ,29.88, 
14771,20110722,2054,11,BKN095 BKN140 OVC200, ,10.00, , , ,79, ,26.1, ,70, ,21.3, ,66, ,18.9, , 65, , 3, ,010, , , ,29.44, , , , , ,29.87, ,AA, , , ,29.89, 
14771,20110722,2154,11,FEW085 BKN140 OVC200, ,10.00, , , ,79, ,26.1, ,70, ,21.3, ,66, ,18.9, , 65, , 0, ,000, , , ,29.44, ,3, ,004, ,29.87, ,AA, , , ,29.89, 
14771,20110722,2254,11,FEW090 BKN160 OVC200, ,10.00, , , ,77, ,25.0, ,71, ,21.6, ,68, ,20.0, , 74, , 0, ,000, , , ,29.45, , , , , ,29.88, ,AA, , , ,29.90, 
14771,20110722,2354,11,FEW090 SCT170 OVC210, ,10.00, , , ,78, ,25.6, ,71, ,21.8, ,68, ,20.0, , 71, , 0, ,000, , , ,29.45, , , , , ,29.88, ,AA, , , ,29.90, 
14771,20110723,0054,11,BKN070 OVC140, ,10.00, , , ,78, ,25.6, ,71, ,21.8, ,68, ,20.0, , 71, , 7, ,360, , , ,29.45, ,3, ,003, ,29.88, ,AA, , , ,29.90, 
14771,20110723,0154,11,FEW075 SCT170 OVC200, ,10.00, , , ,76, ,24.4, ,71, ,21.5, ,68, ,20.0, , 76, , 0, ,000, , , ,29.45, , , , , ,29.88, ,AA, , , ,29.90, 
14771,20110723,0254,11,FEW090, ,10.00, , , ,76, ,24.4, ,71, ,21.5, ,68, ,20.0, , 76, , 5, ,170, , , ,29.44, , , , , ,29.87, ,AA, , , ,29.89, 
14771,20110723,0354,11,FEW090 SCT210, ,10.00, , , ,77, ,25.0, ,71, ,21.6, ,68, ,20.0, , 74, , 0, ,000, , , ,29.45, ,5, ,002, ,29.88, ,AA, , , ,29.90, 
14771,20110723,0454,11,FEW095 BKN200, ,10.00, , , ,75, ,23.9, ,70, ,21.3, ,68, ,20.0, , 79, , 0, ,000, , , ,29.46, , , , , ,29.89, ,AA, , , ,29.91, 
14771,20110723,0554,11,BKN100 BKN230, ,10.00, , , ,78, ,25.6, ,71, ,21.5, ,67, ,19.4, , 69, , 5, ,260, , , ,29.48, , , , , ,29.91, ,AA, , , ,29.93, 
14771,20110723,0654,11,SCT080 BKN160, ,10.00, , , ,79, ,26.1, ,71, ,21.7, ,67, ,19.4, , 67, , 9, ,290, , , ,29.49, ,1, ,015, ,29.92, ,AA, , , ,29.94, 
14771,20110723,0754,11,FEW048 SCT085 BKN140, ,10.00, , , ,83, ,28.3, ,74, ,23.0, ,69, ,20.6, , 63, ,10, ,310, , , ,29.49, , , , , ,29.92, ,AA, , , ,29.94, 
14771,20110723,0854,11,FEW048 SCT110 BKN160, ,10.00, , , ,85, ,29.4, ,75, ,23.7, ,70, ,21.1, , 61, ,13, ,290, , , ,29.48, , , , , ,29.91, ,AA, , , ,29.93, 
14771,20110723,0954,11,FEW050 SCT160 BKN200, ,10.00, , , ,87, ,30.6, ,75, ,23.7, ,69, ,20.6, , 55, , 9, ,320, , , ,29.49, ,5, ,000, ,29.92, ,AA, , , ,29.94, 
14771,20110723,1054,11,SCT036 BKN095 BKN140, ,10.00, , , ,87, ,30.6, ,75, ,23.7, ,69, ,20.6, , 55, ,10, ,330, , , ,29.48, , , , , ,29.91, ,AA, , , ,29.93, 
14771,20110723,1154,11,SCT042 BKN055 BKN140, ,10.00, , , ,86, ,30.0, ,76, ,24.2, ,71, ,21.7, , 61, , 8, ,330, , , ,29.47, , , , , ,29.90, ,AA, , , ,29.92, 
14771,20110723,1254,11,SCT036 BKN048 BKN140, ,10.00, , , ,89, ,31.7, ,77, ,25.0, ,72, ,22.2, , 57, , 8, ,010, , , ,29.46, ,7, ,009, ,29.89, ,AA, , , ,29.91, 
14771,20110723,1354,11,SCT041 SCT100 BKN140, ,10.00, , , ,91, ,32.8, ,77, ,24.9, ,71, ,21.7, , 52, ,11, ,290, ,20, ,29.45, , , , , ,29.88, ,AA, , , ,29.90, 
14771,20110723,1454,11,FEW050 SCT150 SCT200, ,10.00, , , ,93, ,33.9, ,77, ,24.9, ,70, ,21.1, , 47, ,14, ,320, ,18, ,29.43, , , , , ,29.86, ,AA, , , ,29.88, 
14771,20110723,1554,11,FEW050 SCT150 SCT200, ,10.00, , , ,91, ,32.8, ,78, ,25.3, ,72, ,22.2, , 54, ,13, ,360, , , ,29.42, ,6, ,013, ,29.85, ,AA, , , ,29.87, 
14771,20110723,1654,11,FEW045 SCT150 BKN200, ,10.00, , , ,89, ,31.7, ,76, ,24.6, ,71, ,21.7, , 55, ,14, ,350, , , ,29.43, , , , , ,29.86, ,AA, , , ,29.88, 
14771,20110723,1754,11,FEW045 SCT100 SCT150, ,10.00, , , ,87, ,30.6, ,75, ,23.6, ,69, ,20.6, , 55, ,11, ,320, , , ,29.43, , , , , ,29.86, ,AA, , , ,29.88, 
14771,20110723,1854,11,FEW045 BKN150 BKN200, ,10.00, , , ,85, ,29.4, ,73, ,22.7, ,67, ,19.4, , 55, , 9, ,330, , , ,29.44, ,1, ,006, ,29.87, ,AA, , , ,29.89, 
14771,20110723,1954,11,FEW050 BKN150 BKN200, ,10.00, , , ,83, ,28.3, ,72, ,22.0, ,66, ,18.9, , 57, , 6, ,310, , , ,29.45, , , , , ,29.88, ,AA, , , ,29.90, 
14771,20110723,2054,11,BKN150 BKN200, ,10.00, , , ,81, ,27.2, ,72, ,22.0, ,67, ,19.4, , 63, , 0, ,000, , , ,29.46, , , , , ,29.89, ,AA, , , ,29.91, 
14771,20110723,2154,11,BKN150 BKN200, ,10.00, , , ,80, ,26.7, ,71, ,21.8, ,67, ,19.4, , 65, , 3, ,250, , , ,29.46, ,1, ,006, ,29.89, ,AA, , , ,29.91, 
14771,20110723,2254,11,BKN090 BKN200, ,10.00, , , ,81, ,27.2, ,72, ,22.3, ,68, ,20.0, , 65, , 0, ,000, , , ,29.45, , , , , ,29.88, ,AA, , , ,29.90, 
14771,20110723,2354,11,BKN110 OVC200, ,10.00, ,-RA, ,80, ,26.7, ,72, ,22.2, ,68, ,20.0, , 67, , 3, ,290, , , ,29.47, , , , , ,29.90, ,AA, ,  T, ,29.92, 
14771,20110724,0054,11,SCT070 OVC110, ,10.00, , , ,78, ,25.6, ,73, ,22.5, ,70, ,21.1, , 77, , 7, ,330, , , ,29.46, ,0, ,000, ,29.89, ,AA, ,  T, ,29.91, 
14771,20110724,0147,11,BKN023 OVC085, ,10.00, , , ,79, ,26.0, ,74, ,23.4, ,72, ,22.0, , 79, , 8, ,280, , , ,29.47, , , , , ,M, ,SP, , , ,29.92, 
14771,20110724,0154,11,SCT019 BKN023 OVC090, ,10.00, , , ,78, ,25.6, ,73, ,22.9, ,71, ,21.7, , 79, , 8, ,270, , , ,29.47, , , , , ,29.89, ,AA, , , ,29.92, 
14771,20110724,0233,11,FEW019 SCT023 OVC090, ,10.00, , , ,77, ,25.0, ,74, ,23.1, ,72, ,22.0, , 85, , 8, ,290, , , ,29.46, , , , , ,M, ,SP, , , ,29.91, 
14771,20110724,0254,11,FEW090 SCT120 BKN200, ,10.00, , , ,77, ,25.0, ,72, ,22.3, ,70, ,21.1, , 79, , 8, ,290, , , ,29.46, , , , , ,29.89, ,AA, , , ,29.91, 
14771,20110724,0354,11,FEW090 BKN120 BKN200, ,10.00, , , ,77, ,25.0, ,72, ,22.0, ,69, ,20.6, , 76, , 8, ,320, , , ,29.47, ,3, ,005, ,29.91, ,AA, , , ,29.92, 
14771,20110724,0454,11,SCT033 BKN120 BKN200, ,10.00, , , ,74, ,23.3, ,68, ,19.8, ,64, ,17.8, , 71, , 7, ,350, , , ,29.48, , , , , ,29.91, ,AA, , , ,29.93, 
14771,20110724,0554,11,SCT044 BKN070TCU BKN120, ,10.00, , , ,73, ,22.8, ,67, ,19.6, ,64, ,17.8, , 74, , 6, ,340, , , ,29.51, , , , , ,29.94, ,AA, , , ,29.96, 
14771,20110724,0654,11,SCT038 BKN055 BKN120, ,10.00, , , ,73, ,22.8, ,68, ,19.9, ,65, ,18.3, , 76, , 5, ,360, , , ,29.52, ,2, ,014, ,29.95, ,AA, ,  T, ,29.97, 
14771,20110724,0754,11,BKN040 BKN150 BKN200, ,10.00, , , ,78, ,25.6, ,70, ,21.2, ,66, ,18.9, , 67, , 5, ,080, , , ,29.52, , , , , ,29.95, ,AA, , , ,29.97, 
14771,20110724,0854,11,FEW035 SCT150, ,10.00, , , ,80, ,26.7, ,70, ,20.9, ,64, ,17.8, , 58, , 3, ,VR , , , ,29.52, , , , , ,29.96, ,AA, , , ,29.97, 
14771,20110724,0954,11,FEW035 SCT150 SCT200, ,10.00, , , ,82, ,27.8, ,70, ,20.9, ,63, ,17.2, , 53, , 3, ,330, , , ,29.53, ,1, ,003, ,29.96, ,AA, , , ,29.98, 
14771,20110724,1054,11,FEW035 SCT150 SCT200, ,10.00, , , ,84, ,28.9, ,69, ,20.6, ,61, ,16.1, , 46, , 8, ,350, , , ,29.53, , , , , ,29.96, ,AA, , , ,29.98, 
14771,20110724,1154,11,FEW040 SCT200, ,10.00, , , ,85, ,29.4, ,69, ,20.2, ,59, ,15.0, , 41, , 6, ,VR , , , ,29.53, , , , , ,29.96, ,AA, , , ,29.98, 
14771,20110724,1254,11,FEW045 SCT180, ,10.00, , , ,85, ,29.4, ,69, ,20.5, ,60, ,15.6, , 43, ,11, ,330, , , ,29.52, ,8, ,003, ,29.95, ,AA, , , ,29.97, 
14771,20110724,1354,11,FEW045 SCT100 SCT160, ,10.00, , , ,86, ,30.0, ,70, ,21.0, ,61, ,16.1, , 43, ,15, ,360, ,18, ,29.52, , , , , ,29.95, ,AA, , , ,29.97, 
14771,20110724,1454,11,FEW050 SCT120 SCT160, ,10.00, , , ,85, ,29.4, ,68, ,20.0, ,58, ,14.4, , 40, ,11, ,350, , , ,29.52, , , , , ,29.95, ,AA, , , ,29.97, 
14771,20110724,1554,11,FEW055 SCT140 SCT160, ,10.00, , , ,84, ,28.9, ,67, ,19.2, ,56, ,13.3, , 38, ,11, ,330, , , ,29.50, ,8, ,005, ,29.93, ,AA, , , ,29.95, 
14771,20110724,1654,11,FEW060 SCT120 SCT160, ,10.00, , , ,82, ,27.8, ,65, ,18.1, ,53, ,11.7, , 37, ,13, ,330, , , ,29.49, , , , , ,29.92, ,AA, , , ,29.94, 
14771,20110724,1754,11,FEW100 SCT160, ,10.00, , , ,81, ,27.2, ,65, ,18.4, ,55, ,12.8, , 41, , 8, ,340, , , ,29.50, , , , , ,29.93, ,AA, , , ,29.95, 
14771,20110724,1854,11,FEW140 BKN180, ,10.00, , , ,77, ,25.0, ,64, ,17.6, ,55, ,12.8, , 47, , 6, ,330, , , ,29.52, ,3, ,006, ,29.95, ,AA, , , ,29.97, 
14771,20110724,1954,11,FEW085 SCT140 BKN180, ,10.00, , , ,73, ,22.8, ,63, ,17.1, ,56, ,13.3, , 55, , 3, ,030, , , ,29.52, , , , , ,29.96, ,AA, , , ,29.97, 
14771,20110724,2054,11,FEW085 BKN140 BKN180, ,10.00, , , ,73, ,22.8, ,63, ,17.1, ,56, ,13.3, , 55, , 3, ,290, , , ,29.54, , , , , ,29.97, ,AA, , , ,29.99, 
14771,20110724,2154,11,SCT140 BKN200, ,10.00, , , ,70, ,21.1, ,63, ,17.1, ,58, ,14.4, , 66, , 0, ,000, , , ,29.52, ,0, ,000, ,29.95, ,AA, , , ,29.97, 
14771,20110724,2254,11,FEW090 BKN140, ,10.00, , , ,68, ,20.0, ,62, ,16.6, ,58, ,14.4, , 71, , 0, ,000, , , ,29.51, , , , , ,29.94, ,AA, , , ,29.96, 
14771,20110724,2354,11,FEW090 BKN140, ,10.00, , , ,67, ,19.4, ,62, ,16.7, ,59, ,15.0, , 76, , 3, ,130, , , ,29.50, , , , , ,29.93, ,AA, , , ,29.95, 
14771,20110725,0054,11,FEW090 SCT160, ,10.00, , , ,68, ,20.0, ,62, ,16.6, ,58, ,14.4, , 71, , 0, ,000, , , ,29.49, ,6, ,008, ,29.92, ,AA, , , ,29.94, 
14771,20110725,0154,11,FEW090 SCT140, ,10.00, , , ,66, ,18.9, ,61, ,16.2, ,58, ,14.4, , 76, , 0, ,000, , , ,29.49, , , , , ,29.92, ,AA, , , ,29.94, 
14771,20110725,0254,11,FEW090 SCT140, ,10.00, , , ,64, ,17.8, ,60, ,15.8, ,58, ,14.4, , 81, , 5, ,150, , , ,29.46, , , , , ,29.90, ,AA, , , ,29.91, 
14771,20110725,0354,11,SCT090 BKN140, ,10.00, , , ,65, ,18.3, ,61, ,16.0, ,58, ,14.4, , 78, , 3, ,120, , , ,29.46, ,6, ,012, ,29.89, ,AA, , , ,29.91, 
14771,20110725,0454,11,SCT090 BKN120, ,10.00, , , ,64, ,17.8, ,60, ,15.8, ,58, ,14.4, , 81, , 0, ,000, , , ,29.46, , , , , ,29.90, ,AA, , , ,29.91, 
14771,20110725,0554,11,FEW060 SCT085 BKN110, ,10.00, , , ,64, ,17.8, ,62, ,16.4, ,60, ,15.6, , 87, , 0, ,000, , , ,29.45, , , , , ,29.88, ,AA, , , ,29.90, 
14771,20110725,0654,11,BKN055 BKN200, ,10.00, , , ,67, ,19.4, ,63, ,17.1, ,60, ,15.6, , 78, , 5, ,110, , , ,29.43, ,8, ,010, ,29.86, ,AA, , , ,29.88, 
14771,20110725,0754,11,FEW055 BKN110 OVC200, ,10.00, , , ,71, ,21.7, ,65, ,18.2, ,61, ,16.1, , 71, , 6, ,100, , , ,29.40, , , , , ,29.83, ,AA, , , ,29.85, 
14771,20110725,0854,11,SCT050 BKN120 BKN200, ,10.00, , , ,74, ,23.3, ,67, ,19.4, ,63, ,17.2, , 69, , 6, ,090, , , ,29.39, , , , , ,29.82, ,AA, , , ,29.84, 
14771,20110725,0954,11,SCT023 BKN050 OVC100, , 4.00, ,+RA, ,66, ,18.9, ,63, ,17.2, ,61, ,16.1, , 84, ,22, ,030, ,28, ,29.43, ,3, ,001, ,29.87, ,AA, ,0.23,s,29.88, 
14771,20110725,0957,11,FEW007 SCT023 OVC050, , 2.00, ,+RA BR, ,64, ,18.0, ,62, ,16.7, ,61, ,16.0, , 90, ,18, ,040, ,28, ,29.43, , , , , ,M, ,SP, , , ,29.88, 
14771,20110725,1002,11,FEW007 SCT023 OVC050, , 4.00, ,RA BR, ,64, ,18.0, ,62, ,16.7, ,61, ,16.0, , 90, ,18, ,040, ,28, ,29.43, , , , , ,M, ,SP, , , ,29.88, 
14771,20110725,1054,11,SCT048 BKN060 BKN120, ,10.00, , , ,72, ,22.2, ,67, ,19.4, ,64, ,17.8, , 76, ,14, ,140, , , ,29.38, , , , , ,29.82, ,AA, ,0.03, ,29.83, 
14771,20110725,1154,11,BKN043 BKN055, ,10.00, , , ,72, ,22.2, ,66, ,19.0, ,63, ,17.2, , 73, ,14, ,150, , , ,29.37, , , , , ,29.80, ,AA, , , ,29.82, 
14771,20110725,1254,11,SCT070 SCT140 OVC200, ,10.00, , , ,71, ,21.7, ,65, ,18.5, ,62, ,16.7, , 73, , 7, ,130, , , ,29.35, ,6, ,027, ,29.78, ,AA, , , ,29.80, 
14771,20110725,1354,11,SCT070 SCT140 BKN200, ,10.00, , , ,74, ,23.3, ,67, ,19.4, ,63, ,17.2, , 69, ,13, ,160, , , ,29.31, , , , , ,29.75, ,AA, , , ,29.76, 
14771,20110725,1454,11,SCT039 BKN049 BKN070, ,10.00, , , ,79, ,26.1, ,70, ,21.3, ,66, ,18.9, , 65, , 3, ,100, , , ,29.30, , , , , ,29.73, ,AA, , , ,29.75, 
14771,20110725,1554,11,BKN034 BKN043 BKN055, ,10.00, , , ,79, ,26.1, ,70, ,21.3, ,66, ,18.9, , 65, , 0, ,000, , , ,29.29, ,6, ,021, ,29.72, ,AA, , , ,29.74, 
14771,20110725,1654,11,BKN034 BKN043 OVC070, ,10.00, , , ,79, ,26.1, ,72, ,22.0, ,68, ,20.0, , 69, , 5, ,080, , , ,29.27, , , , , ,29.70, ,AA, , , ,29.72, 
14771,20110725,1754,11,SCT033 SCT045 SCT070, ,10.00, , , ,77, ,25.0, ,71, ,21.6, ,68, ,20.0, , 74, , 9, ,030, , , ,29.27, , , , , ,29.70, ,AA, , , ,29.72, 
14771,20110725,1854,11,FEW037 SCT048 SCT070, ,10.00, , , ,75, ,23.9, ,70, ,20.9, ,67, ,19.4, , 76, , 0, ,000, , , ,29.28, ,5, ,002, ,29.71, ,AA, , , ,29.73, 
14771,20110725,1954,11,SCT020 SCT028 SCT048, ,10.00, , , ,71, ,21.7, ,68, ,20.2, ,67, ,19.4, , 87, , 0, ,000, , , ,29.28, , , , , ,29.72, ,AA, , , ,29.73, 
14771,20110725,2054,11,FEW024 SCT200, ,10.00, , , ,69, ,20.6, ,67, ,19.4, ,66, ,18.9, , 90, , 0, ,000, , , ,29.29, , , , , ,29.72, ,AA, , , ,29.74, 
14771,20110725,2154,11,FEW045 SCT070, ,10.00, , , ,69, ,20.6, ,66, ,19.1, ,65, ,18.3, , 87, , 0, ,000, , , ,29.28, ,0, ,001, ,29.72, ,AA, , , ,29.73, 
14771,20110725,2254,11,FEW060 BKN130 BKN200, , 8.00, , , ,70, ,21.1, ,67, ,19.6, ,66, ,18.9, , 87, , 0, ,000, , , ,29.28, , , , , ,29.71, ,AA, , , ,29.73, 
14771,20110725,2354,11,FEW065 SCT150 BKN210, , 6.00, ,BR, ,68, ,20.0, ,66, ,18.9, ,65, ,18.3, , 90, , 0, ,000, , , ,29.28, , , , , ,29.71, ,AA, , , ,29.73, 
14771,20110726,0054,11,FEW140 SCT200, , 7.00, , , ,68, ,20.0, ,66, ,18.9, ,65, ,18.3, , 90, , 0, ,000, , , ,29.27, ,8, ,004, ,29.70, ,AA, , , ,29.72, 
14771,20110726,0154,11,FEW030 SCT160 BKN210, ,10.00, , , ,68, ,20.0, ,66, ,18.9, ,65, ,18.3, , 90, , 5, ,240, , , ,29.26, , , , , ,29.70, ,AA, , , ,29.71, 
14771,20110726,0254,11,FEW028 SCT150, ,10.00, , , ,69, ,20.6, ,66, ,18.8, ,64, ,17.8, , 84, ,10, ,280, , , ,29.27, , , , , ,29.70, ,AA, , , ,29.72, 
